timestamp,question,answer,confidence,reason,status
2026-04-02T07:12:30.002819,What is RAG and how does it work?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.309,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:12:30.118201,What is FAISS used for?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.352,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:12:30.215157,Explain hybrid retrieval in this system,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.309,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:12:30.314873,What is Sentence-BERT?,Sentence-BERT is a model that converts text into dense vector embeddings so that sentences with similar meanings are close together in vector space.,0.309,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:18:56.282466,What is RAG and how does it work?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:18:56.465524,What is FAISS used for?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.393,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:18:56.635135,Explain hybrid retrieval in this system,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:18:56.857624,What is Sentence-BERT?,Sentence-BERT is a model that converts text into dense vector embeddings so that sentences with similar meanings are close together in vector space.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:35:00.869088,What is RAG and how does it work?,I don't have any documents loaded yet. Please upload a document first.,0.0,No chunks retrieved,pending
2026-04-02T07:35:00.931810,What is FAISS used for?,I don't have any documents loaded yet. Please upload a document first.,0.0,No chunks retrieved,pending
2026-04-02T07:35:00.994145,Explain hybrid retrieval in this system,I don't have any documents loaded yet. Please upload a document first.,0.0,No chunks retrieved,pending
2026-04-02T07:35:01.057189,What is Sentence-BERT?,I don't have any documents loaded yet. Please upload a document first.,0.0,No chunks retrieved,pending
2026-04-02T07:35:01.119797,What is cloud computing?,I don't have any documents loaded yet. Please upload a document first.,0.0,No chunks retrieved,pending
2026-04-02T07:52:18.703370,What is RAG and how does it work?,I don't have any documents loaded yet. Please upload a document first.,0.0,No chunks retrieved,pending
2026-04-02T07:52:18.779024,What is FAISS used for?,I don't have any documents loaded yet. Please upload a document first.,0.0,No chunks retrieved,pending
2026-04-02T07:52:18.842011,Explain hybrid retrieval in this system,I don't have any documents loaded yet. Please upload a document first.,0.0,No chunks retrieved,pending
2026-04-02T07:52:18.915439,What is Sentence-BERT?,I don't have any documents loaded yet. Please upload a document first.,0.0,No chunks retrieved,pending
2026-04-02T07:52:18.984247,What is cloud computing?,I don't have any documents loaded yet. Please upload a document first.,0.0,No chunks retrieved,pending
2026-04-02T07:54:19.331561,What is RAG and how does it work?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:54:19.465383,What is FAISS used for?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.343,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:54:19.597868,Explain hybrid retrieval in this system,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:54:19.723709,What is Sentence-BERT?,Sentence-BERT is a model that converts text into dense vector embeddings so that sentences with similar meanings are close together in vector space.,0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:55:45.604381,What is RAG and how does it work?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:55:45.762646,What is FAISS used for?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.393,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:55:45.928419,Explain hybrid retrieval in this system,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:55:46.103062,What is Sentence-BERT?,Sentence-BERT is a model that converts text into dense vector embeddings so that sentences with similar meanings are close together in vector space.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:58:23.117854,What is RAG and how does it work?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:58:23.371490,What is FAISS used for?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:58:23.563498,Explain hybrid retrieval in this system,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T07:58:23.749656,What is Sentence-BERT?,Sentence-BERT is a model that converts text into dense vector embeddings so that sentences with similar meanings are close together in vector space.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:00:29.263159,What is RAG and how does it work?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:00:29.452732,What is FAISS used for?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.393,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:00:29.629240,Explain hybrid retrieval,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:00:29.803944,What is Sentence-BERT?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:00:30.299644,How does chunking help in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:03:57.537188,What is RAG and how does it work?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:03:57.712493,What is FAISS used for?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:03:57.874741,Explain hybrid retrieval,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:03:58.039053,What is Sentence-BERT?,Sentence-BERT is a model that converts text into dense vector embeddings so that sentences with similar meanings are close together in vector space.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:03:58.585990,How does chunking help in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:06:04.958424,What is RAG and how does it work?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:06:05.134157,What is FAISS used for?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.393,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:06:05.339620,Explain hybrid retrieval,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:06:05.497839,What is Sentence-BERT?,Sentence-BERT is a model that converts text into dense vector embeddings so that sentences with similar meanings are close together in vector space.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:06:06.009734,How does chunking help in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:07:36.360562,What is RAG and how does it work?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:07:36.529472,What is FAISS used for?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.393,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:07:36.692561,Explain hybrid retrieval,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:07:36.857710,What is Sentence-BERT?,Sentence-BERT is a model that converts text into dense vector embeddings so that sentences with similar meanings are close together in vector space.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:07:37.347866,How does chunking help in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:07:37.840618,How does RAG reduce hallucinations?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:07:38.000230,What is reranking in retrieval?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:12:01.794245,What is RAG and how does it work?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:12:01.892194,What is FAISS used for?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.55,Weak retrieval,pending
2026-04-02T08:12:01.984341,Explain hybrid retrieval,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:12:02.086218,What is Sentence-BERT?,Sentence-BERT is a model that converts text into dense vector embeddings so that sentences with similar meanings are close together in vector space.,0.356,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:12:02.194961,What is cloud computing?,"Cloud computing is the delivery of computing services—including servers, storage, databases, networking, software, analytics, and intelligence—over the Internet ('the cloud').",0.25,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:12:02.295769,What are advantages of cloud computing?,"Cloud computing is the delivery of computing services—including servers, storage, databases, networking, software, analytics, and intelligence—over the Internet ('the cloud').",0.25,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:12:02.397309,How does chunking help in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:12:02.741591,How does RAG reduce hallucinations?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:12:02.842519,What is reranking in retrieval?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-02T08:12:02.943472,Name some cloud providers,"Cloud computing is the delivery of computing services—including servers, storage, databases, networking, software, analytics, and intelligence—over the Internet ('the cloud').",0.25,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:22:09.608687,What is RAG and how does it work?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:22:09.749259,What is FAISS used for?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.55,Weak retrieval,pending
2026-04-04T16:22:09.882122,Explain hybrid retrieval,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:22:10.011577,What is Sentence-BERT?,Sentence-BERT is a model that converts text into dense vector embeddings so that sentences with similar meanings are close together in vector space.,0.356,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:22:10.136460,What is cloud computing?,"Cloud computing is the delivery of computing services—including servers, storage, databases, networking, software, analytics, and intelligence—over the Internet ('the cloud').",0.25,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:22:10.273385,What are advantages of cloud computing?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.25,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:22:10.408097,How does chunking help in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:22:10.796443,How does RAG reduce hallucinations?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:22:10.940984,What is reranking in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:22:11.147371,Name some cloud providers,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.25,"Weak retrieval, Low groundedness (possible hallucination)",pending
